company_name,url,city,state,country,employees,linkedin_url,founded,Industry,CityRanking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,total_funding,product_url,indeed_url,growth_percentage
Ava,ava.me,San Francisco,CA,United States,117,http://www.linkedin.com/company/ava,2014,AI,773,17500000,1,,,,,,,,https://www.growjo.com/company/Ava,https://www.indeed.com/jobs?q=company%3A(Ava),0.83
Holoride,holoride.com,Munich,,,69,http://www.linkedin.com/company/holoride,2019,AI,11,9324000,1,,,,,,,,https://www.growjo.com/company/Holoride,https://www.indeed.com/jobs?q=company%3A(Holoride),0.82
Multilingual AI Chatbot for Contact Centres,proto.cx,Vancouver,BC,CAN,35,http://www.linkedin.com/company/proto-cx,2017,AI,54,4144000,1,,,,,,,,https://www.growjo.com/company/Multilingual_AI_Chatbot_for_Contact_Centres,https://www.indeed.com/jobs?q=company%3A(Multilingual AI Chatbot for Contact Centres),0.4
Pactum,pactum.com,Mountain View,CA,United States,83,http://www.linkedin.com/company/pactum-ai,,AI,478,12180000,1,,,,,,$15.2M,15200000,https://www.growjo.com/company/Pactum,https://www.indeed.com/jobs?q=company%3A(Pactum),0.09
Convertedin,converted.in,New Castle,DE,United States,42,http://www.linkedin.com/company/pinoffer,2018,AI,2577,5040000,1,,,,,,,,https://www.growjo.com/company/Convertedin,https://www.indeed.com/jobs?q=company%3A(Convertedin),1.1
Ravelin Technology,ravelin.com,London,,UK,124,http://www.linkedin.com/company/ravelin-technology,2014,AI,292,18200000,1,"Finance,Payments,Software Development",,,B2B,,$36.7M,36700000,https://www.growjo.com/company/Ravelin_Technology,https://www.indeed.com/jobs?q=company%3A(Ravelin Technology),0.09
TermScout,termscout.com,Denver,CO,United States,22,http://www.linkedin.com/company/termscout,2018,AI,71,2352000,1,,,,,,,,https://www.growjo.com/company/TermScout,https://www.indeed.com/jobs?q=company%3A(TermScout),0.38
Sports IQ Analytics,sportsiq.ai,Vancouver,BC,CAN,44,http://www.linkedin.com/company/sports-iq-analytics,2018,AI,58,5264000,1,,,,,,,,https://www.growjo.com/company/Sports_IQ_Analytics,https://www.indeed.com/jobs?q=company%3A(Sports IQ Analytics),0.38
Performance Drone Works,pdw.ai,Huntsville,AL,United States,50,http://www.linkedin.com/company/performance-drone-works-llc,,AI,5,6804000,1,,,,,,,,https://www.growjo.com/company/Performance_Drone_Works,https://www.indeed.com/jobs?q=company%3A(Performance Drone Works),1.08
Fulcrum,fulcrumpro.com,Minneapolis,MN,United States,82,http://www.linkedin.com/company/fulcrumpro,2015,AI,67,12040000,1,,,,,,$333.5M,333500000,https://www.growjo.com/company/Fulcrum,https://www.indeed.com/jobs?q=company%3A(Fulcrum),0.06
Lightricks,lightricks.com,Jerusalem,,Israel,558,http://www.linkedin.com/company/lightricks,2013,AI,2752,104190800,2,,Viola Ventures,,,1800000000,$335M,335000000,https://www.growjo.com/company/Lightricks,https://www.indeed.com/jobs?q=company%3A(Lightricks),0.17
Nuffsaid,nuffsaid.com,Palo Alto,CA,United States,60,http://www.linkedin.com/company/nuffsaid,2019,AI,507,8064000,1,,,,,,,,https://www.growjo.com/company/Nuffsaid,https://www.indeed.com/jobs?q=company%3A(Nuffsaid),0.76
NeuraLegion,neuralegion.com,Tel Aviv,,Israel,90,http://www.linkedin.com/company/neuralegion,2018,AI,39,13440000,1,,,,,,,,https://www.growjo.com/company/NeuraLegion,https://www.indeed.com/jobs?q=company%3A(NeuraLegion),0.76
frame.ai,frame.ai,New York,NY,United States,24,http://www.linkedin.com/company/frame.ai,2016,AI,829,1750000,1,"Business Productivity, Artificial Intelligence, Customer Service, Chat, Customer Support Tools, Customer Experience",,,,,$17.9M,17900000,https://www.growjo.com/company/frame.ai,https://www.indeed.com/jobs?q=company%3A(frame.ai),0.33
dotData | Accelerate Data Science,dotdata.com,San Mateo,CA,United States,89,http://www.linkedin.com/company/dotdatainc,2018,AI,511,13020000,1,,,,,,$43M,43000000,https://www.growjo.com/company/dotData_|_Accelerate_Data_Science,https://www.indeed.com/jobs?q=company%3A(dotData | Accelerate Data Science),0.05
Simporter,simporter.com,Atlanta,GA,United States,53,http://www.linkedin.com/company/simporter,,AI,131,6820800,1,,,,,,$0.00B,0,https://www.growjo.com/company/Simporter,https://www.indeed.com/jobs?q=company%3A(Simporter),0.33
LatentBridge,latentbridge.com,London,,UK,63,http://www.linkedin.com/company/latentbridge,2018,AI,321,8442000,1,,,,,,,,https://www.growjo.com/company/LatentBridge,https://www.indeed.com/jobs?q=company%3A(LatentBridge),0.75
SewerAI,sewerai.com,Walnut Creek,CA,,38,http://www.linkedin.com/company/sewerai,2019,AI,149,4408000,1,,,,,,$3.5M,3500000,https://www.growjo.com/company/SewerAI,https://www.indeed.com/jobs?q=company%3A(SewerAI),0.36
dbt Labs,getdbt.com,Philadelphia,PA,United States,511,http://www.linkedin.com/company/dbtlabs,2016,Analytics,1,76987400,1,,Altimeter,,,4200000000,$414.4M,414400000,https://www.growjo.com/company/dbt_Labs,https://www.indeed.com/jobs?q=company%3A(dbt Labs),0.76
Sentry,sentry.io,San Francisco,CA,United States,378,http://www.linkedin.com/company/getsentry,2011,Analytics,4,63119000,39,saas,"Bond, Accel",,,3000000000,$127M,127000000,https://www.growjo.com/company/Sentry,https://www.indeed.com/jobs?q=company%3A(Sentry),0.36
Cribl,cribl.io,San Francisco,CA,United States,497,http://www.linkedin.com/company/cribl,2017,Analytics,7,92811600,10,saas,Tiger,,,2500000000,$402.2M,402200000,https://www.growjo.com/company/Cribl,https://www.indeed.com/jobs?q=company%3A(Cribl),0.49
Monte Carlo,montecarlodata.com,San Francisco,CA,United States,294,http://www.linkedin.com/company/monte-carlo-data,,Analytics,9,35668500,1,saas,IVP,,,1600000000,$101M,101000000,https://www.growjo.com/company/Monte_Carlo,https://www.indeed.com/jobs?q=company%3A(Monte Carlo),0.95
Aiven,aiven.io,Helsinki,,Finland,562,http://www.linkedin.com/company/aiven,2016,Analytics,1,104902000,43,saas,Eurazeo,,,3000000000,$420M,420000000,https://www.growjo.com/company/Aiven,https://www.indeed.com/jobs?q=company%3A(Aiven),0.8
Timescale,timescale.com,New York,NY,United States,153,http://www.linkedin.com/company/timescaledb,2015,Analytics,8,24230500,1,saas,Tiger Global,,,1000000000,$181.1M,181100000,https://www.growjo.com/company/Timescale,https://www.indeed.com/jobs?q=company%3A(Timescale),0.55
Chronosphere,chronosphere.io,New York,NY,United States,344,http://www.linkedin.com/company/chronosphereio,2019,Analytics,9,55829200,13,"saas, observability, monitoring, cloud-native","GV, Geodesic Capital",,,1600000000,$254.4M,254400000,https://www.growjo.com/company/Chronosphere,https://www.indeed.com/jobs?q=company%3A(Chronosphere),0.71
Amberdata,amberdata.io,Palo Alto,CA,United States,62,http://www.linkedin.com/company/amberdata,2017,Analytics,8,7917000,1,,Knollwood Investment Advisory,,,330000000,,,https://www.growjo.com/company/Amberdata,https://www.indeed.com/jobs?q=company%3A(Amberdata),0.82
SingleStore,singlestore.com,San Francisco,CA,United States,430,http://www.linkedin.com/company/singlestore,,Analytics,29,80365600,53,saas,Goldman Sachs,,,1000000000,$434.1M,434100000,https://www.growjo.com/company/SingleStore,https://www.indeed.com/jobs?q=company%3A(SingleStore),0.23
Mutiny,mutinyhq.com,San Francisco,CA,United States,94,http://www.linkedin.com/company/mutinyhq,2018,Analytics,32,13860000,1,,"Tiger Global, Insight Partners",,,600000000,,,https://www.growjo.com/company/Mutiny,https://www.indeed.com/jobs?q=company%3A(Mutiny),1.29
QuickNode,quicknode.com,Miami,FL,United States,114,http://www.linkedin.com/company/quicknode,2017,Analytics,1,16800000,1,,10T Fund,,,800000000,,,https://www.growjo.com/company/QuickNode,https://www.indeed.com/jobs?q=company%3A(QuickNode),2
Starburst,starburst.io,Boston,MA,United States,639,http://www.linkedin.com/company/starburstdata,2017,Analytics,7,119303800,1,"saas, database","Alkeon Capital Management LLC, Altimeter Capital Management LP, B Capital Group US LLC.",,,3350000000,$414M,414000000,https://www.growjo.com/company/Starburst,https://www.indeed.com/jobs?q=company%3A(Starburst),0.59
EvolutionIQ,evolutioniq.com,New York,NY,United States,98,http://www.linkedin.com/company/evolution-iq,2019,Analytics,28,14420000,1,,Brewer Lane Ventures,,,150000000,,,https://www.growjo.com/company/EvolutionIQ,https://www.indeed.com/jobs?q=company%3A(EvolutionIQ),1.13
Alation,alation.com,Redwood City,CA,United States,744,http://www.linkedin.com/company/alation,2012,Analytics,23,156356200,29,"saas, Analytics,Enterprise Software,Finance,Marketing,Software Development","Thoma Bravo, Sanabil Investments",,B2B,1700000000,$192M,192000000,https://www.growjo.com/company/Alation,https://www.indeed.com/jobs?q=company%3A(Alation),0.18
causaLens,causalens.com,London,,UK,60,http://www.linkedin.com/company/causalens,2017,Analytics,13,7673400,1,,"Dorilton Ventures, Molten Ventures",,,250000000,$50.9M,50900000,https://www.growjo.com/company/causaLens,https://www.indeed.com/jobs?q=company%3A(causaLens),0.13
Flipos,flipos.com,Phoenix,AZ,United States,151,http://www.linkedin.com/company/flip-os,,Analytics,4,25102000,1,,,,,,$200M,200000000,https://www.growjo.com/company/Flipos,https://www.indeed.com/jobs?q=company%3A(Flipos),3.72
GWI,gwi.com,London,,UK,764,http://www.linkedin.com/company/gwidotcom,2009,Analytics,19,160560400,1,,Permira,,,850000000,$219.9M,219900000,https://www.growjo.com/company/GWI,https://www.indeed.com/jobs?q=company%3A(GWI),0.49
AutoGrid,auto-grid.com,Redwood City,CA,United States,136,http://www.linkedin.com/company/autogrid-systems,2011,Analytics,34,21521500,29,"Analytics,Cleantech,Data Storage,Energy,Enterprise Software,Hardware,Hardware Peripherals,Internet of Things,Marketing,Solar Power,Storage,Wind Power, saas",Shell Technology Ventures,,B2B,,$161M,161000000,https://www.growjo.com/company/AutoGrid,https://www.indeed.com/jobs?q=company%3A(AutoGrid),0.19
solo.io,solo.io,Cambridge,MA,United States,186,http://www.linkedin.com/company/solo.io,2017,Analytics,16,29347500,1,,,,,1000000000,$171.5M,171500000,https://www.growjo.com/company/solo.io,https://www.indeed.com/jobs?q=company%3A(solo.io),1.19
TIMETOACT GROUP,timetoact-group.com,Cologne,,Germany,722,http://www.linkedin.com/company/timetoactgroup,1998,Analytics,79,152880000,1,,,,,,,,https://www.growjo.com/company/TIMETOACT_GROUP,https://www.indeed.com/jobs?q=company%3A(TIMETOACT GROUP),6.22
Assent Compliance,assentcompliance.com,Ottawa,ON,Canada,968,http://www.linkedin.com/company/assent-compliance-inc,2005,Analytics,1,203403200,5,"Data Storage,Enterprise Software,Information Security,Security,Storage","Vista Equity Partners, Warburg Pincus, First Ascent Ventures",,B2B,1000000000,$533.6M,533600000,https://www.growjo.com/company/Assent_Compliance,https://www.indeed.com/jobs?q=company%3A(Assent Compliance),0.58
Flywheel.io,flywheel.io,Minneapolis,MN,United States,146,http://www.linkedin.com/company/flywheel-io,,Analytics,1,23026500,3,saas,,,,,$51M,51000000,https://www.growjo.com/company/Flywheel.io,https://www.indeed.com/jobs?q=company%3A(Flywheel.io),0.43
Observe.AI,observe.ai,San Francisco,CA,United States,273,http://www.linkedin.com/company/observeai,2017,Analytics,39,43193500,33,"SaaS, CCaaS, contact center AI","Menlo Ventures, Next47, NGP Capital, Scale Ventures, Nexus Ventures, Emergent Ventures, Steadview Ventures, 01 Ventures, Y-Combinator",,,,$89M,89000000,https://www.growjo.com/company/Observe.AI,https://www.indeed.com/jobs?q=company%3A(Observe.AI),0.14
Lattice,lattice.com,San Francisco,CA,United States,712,http://www.linkedin.com/company/lattice-hq,2015,Analytics,87,149749600,61,saas,"Khosla Ventures, Thrive Capital, Y Combinator",,,3000000000,$160.5M,160500000,https://www.growjo.com/company/Lattice,https://www.indeed.com/jobs?q=company%3A(Lattice),0.33
Skyflow,skyflow.com,Palo Alto,CA,United States,118,http://www.linkedin.com/company/skyflow,,Analytics,47,17360000,5,"Analytics, Machine Learning, Privacy, Data Privacy",,,,,$70M,70000000,https://www.growjo.com/company/Skyflow,https://www.indeed.com/jobs?q=company%3A(Skyflow),1.68
Yellowbrick Data,yellowbrick.com,Palo Alto,CA,United States,170,http://www.linkedin.com/company/yellowbrickdata,2014,Analytics,50,26939500,5,saas,,,,,$248M,248000000,https://www.growjo.com/company/Yellowbrick_Data,https://www.indeed.com/jobs?q=company%3A(Yellowbrick Data),0.18
Adlumin,adlumin.com,Washington,DC,United States,92,http://www.linkedin.com/company/adlumin-inc.,2016,Analytics,9,13580000,1,,,,,,$47.9M,47900000,https://www.growjo.com/company/Adlumin,https://www.indeed.com/jobs?q=company%3A(Adlumin),2.41
Applied Intuition,appliedintuition.com,Mountain View,CA,USA,322,http://www.linkedin.com/company/applied-intuition-inc,,Analytics,123,60096400,68,saas,"Andreessen Horowitz, Lux Capital, General Catalyst",,,3600000000,$351.5M,351500000,https://www.growjo.com/company/Applied_Intuition,https://www.indeed.com/jobs?q=company%3A(Applied Intuition),0.75
VergeSense,vergesense.com,San Francisco,CA,United States,134,http://www.linkedin.com/company/vergesense,,Analytics,97,21220500,16,"Hardware, Artificial Intelligence, Sensors, Internet of Things, Commercial Real Estate",,,,,$82.6M,82600000,https://www.growjo.com/company/VergeSense,https://www.indeed.com/jobs?q=company%3A(VergeSense),0.47
Persefoni,persefoni.com,TEMPE,AZ,United States,308,http://www.linkedin.com/company/persefoni,,Analytics,8,57429400,1,,,,,,$114.2M,114200000,https://www.growjo.com/company/Persefoni,https://www.indeed.com/jobs?q=company%3A(Persefoni),0.81
InSilico Medicine,insilico.com,New Territories,,,224,http://www.linkedin.com/company/in-silico-medicine,2014,Analytics,135,37268000,1,,,,,,,,https://www.growjo.com/company/InSilico_Medicine,https://www.indeed.com/jobs?q=company%3A(InSilico Medicine),0.2
Acceldata,acceldata.io,Palo Alto,CA,United States,194,http://www.linkedin.com/company/acceldata,2018,Analytics,67,30702000,1,"Big Data, Cloud Data Services, Application Performance Monitoring",,,,,$45.6M,45600000,https://www.growjo.com/company/Acceldata,https://www.indeed.com/jobs?q=company%3A(Acceldata),1.85
Seeq Corporation,seeq.com,Seattle,WA,United States,210,http://www.linkedin.com/company/seeqcorporation,2013,Analytics,15,33260500,1,saas,Altira Group,,,,$115.2M,115200000,https://www.growjo.com/company/Seeq_Corporation,https://www.indeed.com/jobs?q=company%3A(Seeq Corporation),0.05
Matillion,matillion.com,Altrincham,,UK,658,http://www.linkedin.com/company/matillion-limited,2010,Analytics,159,122859800,1,"B2B, saas",,,B2B,1500000000,$310.3M,310300000,https://www.growjo.com/company/Matillion,https://www.indeed.com/jobs?q=company%3A(Matillion),0.47
VAST data,vastdata.com,New York,NY,United States,469,http://www.linkedin.com/company/vast-data,2016,Analytics,101,87477600,13,,Norwest Venture Partners,,,3700000000,$263M,263000000,https://www.growjo.com/company/VAST_data,https://www.indeed.com/jobs?q=company%3A(VAST data),0.37
data.world,data.world,Austin,TX,United States,209,http://www.linkedin.com/company/data.world,,Analytics,15,32959500,1,saas,,,,,$82.3M,82300000,https://www.growjo.com/company/data.world,https://www.indeed.com/jobs?q=company%3A(data.world),0.4
Netradyne,netradyne.com,San Diego,CA,United States,557,http://www.linkedin.com/company/netradyne,2015,Analytics,14,104013000,1,"Analytics,Transportation",M12,,B2B,,$197.5M,197500000,https://www.growjo.com/company/Netradyne,https://www.indeed.com/jobs?q=company%3A(Netradyne),0.48
Heap,heap.io,San Francisco,CA,United States,363,http://www.linkedin.com/company/heap-inc-,2013,Analytics,139,67741800,2,saas,,,,,$218.1M,218100000,https://www.growjo.com/company/Heap,https://www.indeed.com/jobs?q=company%3A(Heap),0.62
Trellis,trellis.law,Los Angeles,CA,United States,44,http://www.linkedin.com/company/trellis-law,2017,Analytics,42,5376000,1,,,,,,,,https://www.growjo.com/company/Trellis,https://www.indeed.com/jobs?q=company%3A(Trellis),1.59
Embrace,embrace.io,Culver City,CA,United States,125,http://www.linkedin.com/company/embrace.io,2016,Analytics,43,18340000,1,saas,,,,,$57M,57000000,https://www.growjo.com/company/Embrace,https://www.indeed.com/jobs?q=company%3A(Embrace),0.62
CompStak,compstak.com,New York,NY,United States,153,http://www.linkedin.com/company/compstak,2011,Analytics,111,24230500,8,saas,,,,,$80.9M,80900000,https://www.growjo.com/company/CompStak,https://www.indeed.com/jobs?q=company%3A(CompStak),0.56
Quantum Metric,quantummetric.com,Monument,CO,United States,528,http://www.linkedin.com/company/quantum-metric,2014,Analytics,178,98501200,38,saas,"Insight Partners, Bain Capital Ventures",,,1000000000,$251M,251000000,https://www.growjo.com/company/Quantum_Metric,https://www.indeed.com/jobs?q=company%3A(Quantum Metric),0.25
ThoughtSpot,thoughtspot.com,Sunnyvale,CA,United States,802,http://www.linkedin.com/company/thoughtspot,2012,Analytics,86,168568400,62,"saas, Analytics,Data Storage,Enterprise Software,Human Resources Hr,Information Security,Marketing,Security,Storage",Lightspeed Venture Partners,,B2B,4200000000,$673.7M,673700000,https://www.growjo.com/company/ThoughtSpot,https://www.indeed.com/jobs?q=company%3A(ThoughtSpot),0.39
Odaseva,odaseva.com,San Francisco,CA,United States,139,http://www.linkedin.com/company/odaseva,2012,Analytics,151,21973000,1,,,,,,$39M,39000000,https://www.growjo.com/company/Odaseva,https://www.indeed.com/jobs?q=company%3A(Odaseva),0.38
LaunchDarkly,launchdarkly.com,Oakland,CA,United States,571,http://www.linkedin.com/company/launchdarkly,2014,Analytics,18,106680000,10,"Analytics,Enterprise Software,Human Resources Hr,Software Development, saas
",Bessemer Venture Partners,500 Startups,B2B,3000000000,$330.3M,330300000,https://www.growjo.com/company/LaunchDarkly,https://www.indeed.com/jobs?q=company%3A(LaunchDarkly),0.23
Sisu,sisudata.com,San Francisco,CA,United States,88,http://www.linkedin.com/company/sisu-data,2018,Analytics,160,12880000,13,saas,,,,,$4.8M,4800000,https://www.growjo.com/company/Sisu,https://www.indeed.com/jobs?q=company%3A(Sisu),0.29
Papaya Global,papayaglobal.com,New York,NY,United States,756,http://www.linkedin.com/company/papaya-global,2016,Analytics,9,158958800,33,,"Bessemer Venture Partners, Insight Partners, New Era Ventures",,,3700000000,$444.5M,444500000,https://www.growjo.com/company/Papaya_Global,https://www.indeed.com/jobs?q=company%3A(Papaya Global),0.28
Census,getcensus.com,San Francisco,CA,United States,169,http://www.linkedin.com/company/getcensus,,Analytics,169,26638500,1,,,,,,$80.3M,80300000,https://www.growjo.com/company/Census,https://www.indeed.com/jobs?q=company%3A(Census),1.22
Ledger Investing,ledgerinvesting.com,Washington,DC,United States,75,http://www.linkedin.com/company/ledger-investing,2016,Analytics,20,11340000,1,,,,,,,,https://www.growjo.com/company/Ledger_Investing,https://www.indeed.com/jobs?q=company%3A(Ledger Investing),1.5
Hex Technologies,hex.tech,San Francisco,CA,USA,75,http://www.linkedin.com/company/hex-technologies,,Analytics,205,11340000,1,,,,,,,,https://www.growjo.com/company/Hex_Technologies,https://www.indeed.com/jobs?q=company%3A(Hex Technologies),1.21
CleverTap,clevertap.com,Sunnyvale,CA,United States,562,http://www.linkedin.com/company/clevertap,2013,Analytics,96,104902000,8,saas,Recruit Holdings Co,,,,$76.6M,76600000,https://www.growjo.com/company/CleverTap,https://www.indeed.com/jobs?q=company%3A(CleverTap),0.22
PlainID,plainid.com,Tel Aviv,,Israel,105,http://www.linkedin.com/company/plainid,2014,Analytics,214,15400000,2,"Telecommunications, Finance",,,,,$96M,96000000,https://www.growjo.com/company/PlainID,https://www.indeed.com/jobs?q=company%3A(PlainID),0.31
Semios Technologies,semios.com,Vancouver,BC,CAN,181,http://www.linkedin.com/company/semiosbio-technologies-inc,2010,Analytics,9,28595000,13,Agriculture,,,B2B,,$215.4M,215400000,https://www.growjo.com/company/Semios_Technologies,https://www.indeed.com/jobs?q=company%3A(Semios Technologies),0.21
Briq,br.iq,Santa Barbara,CA,United States,208,http://www.linkedin.com/company/briqhq,2017,Analytics,5,32809000,8,,,,,,$46M,46000000,https://www.growjo.com/company/Briq,https://www.indeed.com/jobs?q=company%3A(Briq),0.22
DroneBase,dronebase.com,Santa Monica,CA,United States,304,http://www.linkedin.com/company/dronebase,2014,Analytics,61,56718200,1,saas,,,,,$59M,59000000,https://www.growjo.com/company/DroneBase,https://www.indeed.com/jobs?q=company%3A(DroneBase),0.28
Amplitude Analytics,amplitude.com,San Francisco,CA,United States,835,http://www.linkedin.com/company/amplitude-analytics,2012,Analytics,195,175575400,45,"Enterprise Software,Media, saas",Sequoia Capital,,B2B,1000000000,$4.5M,4500000,https://www.growjo.com/company/Amplitude_Analytics,https://www.indeed.com/jobs?q=company%3A(Amplitude Analytics),0.19
Cube,cubesoftware.com,New York,NY,United States,148,http://www.linkedin.com/company/cube-planning-inc,2018,Analytics,166,23327500,1,,,,,,$2.5M,2500000,https://www.growjo.com/company/Cube,https://www.indeed.com/jobs?q=company%3A(Cube),0.97
Lifebit,lifebit.ai,London,,UK,138,http://www.linkedin.com/company/lifebit-ai,2017,Analytics,41,22946000,1,,,,,,,,https://www.growjo.com/company/Lifebit,https://www.indeed.com/jobs?q=company%3A(Lifebit),1.82
Perforce Software,perforce.com,Minneapolis,MN,United States,863,http://www.linkedin.com/company/perforce,1995,Analytics,9,181381200,42,saas,,,,,$30M,30000000,https://www.growjo.com/company/Perforce_Software,https://www.indeed.com/jobs?q=company%3A(Perforce Software),0.1
Neo4j,neo4j.com,San Mateo,CA,United States,798,http://www.linkedin.com/company/neo4j,2007,Analytics,116,167767600,27,"Graph Database, Graph ML, Graph Data Science","GV, Eurazeo, Inovia Capital, Creandum",,,2150000000,$582.1M,582100000,https://www.growjo.com/company/Neo4j,https://www.indeed.com/jobs?q=company%3A(Neo4j),0.14
Medallion,medallion.co,San Francisco,CA,USA,209,http://www.linkedin.com/company/medallion-credentials,,Analytics,272,34804000,1,,,,,,,,https://www.growjo.com/company/Medallion,https://www.indeed.com/jobs?q=company%3A(Medallion),0.88
Eleos Health,eleos.health,Boston,MA,United States,80,http://www.linkedin.com/company/eleoshealth,2019,Analytics,64,12040000,1,,,,,,,,https://www.growjo.com/company/Eleos_Health,https://www.indeed.com/jobs?q=company%3A(Eleos Health),0.86
Astronomer,astronomer.io,Cincinnati,OH,United States,336,http://www.linkedin.com/company/astronomer,2015,Analytics,2,62763400,1,saas,,,,,$68.3M,68300000,https://www.growjo.com/company/Astronomer,https://www.indeed.com/jobs?q=company%3A(Astronomer),0.36
SnapLogic,snaplogic.com,San Mateo,CA,United States,366,http://www.linkedin.com/company/snaplogic,2006,Analytics,124,68275200,15,saas,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",,,1000000000,$371.3M,371300000,https://www.growjo.com/company/SnapLogic,https://www.indeed.com/jobs?q=company%3A(SnapLogic),0.32
BotsAndUs,botsandus.com,London,,UK,41,http://www.linkedin.com/company/bots-and-us,2015,Analytics,44,4928000,1,,,,,,,,https://www.growjo.com/company/BotsAndUs,https://www.indeed.com/jobs?q=company%3A(BotsAndUs),1.56
Vizgen,vizgen.com,Cambridge,MA,United States,143,http://www.linkedin.com/company/vizgen,2019,Analytics,68,23716000,1,,,,,,,,https://www.growjo.com/company/Vizgen,https://www.indeed.com/jobs?q=company%3A(Vizgen),1.07
Serious Illness,vyncahealth.com,Palo Alto,CA,United States,83,http://www.linkedin.com/company/vynca,2013,Analytics,129,12600000,1,,,,,,,,https://www.growjo.com/company/Serious_Illness,https://www.indeed.com/jobs?q=company%3A(Serious Illness),0.48
Neuro-ID,neuro-id.com,Whitefish,MT,United States,79,http://www.linkedin.com/company/neuro-id,2014,Analytics,303,11620000,1,,,,,,$42M,42000000,https://www.growjo.com/company/Neuro-ID,https://www.indeed.com/jobs?q=company%3A(Neuro-ID),0.76
Intenseye,intenseye.com,New York,NY,United States,80,http://www.linkedin.com/company/intenseye,2018,Analytics,197,12040000,1,,,,,,$29.1M,29100000,https://www.growjo.com/company/Intenseye,https://www.indeed.com/jobs?q=company%3A(Intenseye),0.74
Northspyre,northspyre.com,Brooklyn,NY,United States,110,http://www.linkedin.com/company/northspyre,,Analytics,202,16240000,1,saas,,,,,$32.5M,32500000,https://www.growjo.com/company/Northspyre,https://www.indeed.com/jobs?q=company%3A(Northspyre),0.69
SeaLights,sealights.io,Arlington,VA,United States,79,http://www.linkedin.com/company/sealights-technologies-ltd,2015,Analytics,32,11620000,1,,,,,,$49.6M,49600000,https://www.growjo.com/company/SeaLights,https://www.indeed.com/jobs?q=company%3A(SeaLights),0.68
ControlUp,controlup.com,Santa Clara,CA,United States,320,http://www.linkedin.com/company/controlup-technology,2009,Analytics,242,59740800,1,saas,,,,,$140.2M,140200000,https://www.growjo.com/company/ControlUp,https://www.indeed.com/jobs?q=company%3A(ControlUp),0.18
Nozomi Networks,nozominetworks.com,San Francisco,CA,United States,386,http://www.linkedin.com/company/nozomi-networks-sa,2013,Analytics,245,72009000,7,,Invenergy Future Fund,,,,$166M,166000000,https://www.growjo.com/company/Nozomi_Networks,https://www.indeed.com/jobs?q=company%3A(Nozomi Networks),0.17
Voyager Portal,voyagerportal.com,Houston,TX,United States,45,http://www.linkedin.com/company/voyagerportal,2018,Analytics,9,5488000,1,,,,,,,,https://www.growjo.com/company/Voyager_Portal,https://www.indeed.com/jobs?q=company%3A(Voyager Portal),1.37
knokcare,knokcare.com,Porto,,Portugal,165,http://www.linkedin.com/company/knok-healthcare,2015,Analytics,337,27412000,1,,,,,,,,https://www.growjo.com/company/knokcare,https://www.indeed.com/jobs?q=company%3A(knokcare),1.5
SKUPOS,skupos.com,San Francisco,CA,United States,114,http://www.linkedin.com/company/skupos-inc.,2016,Analytics,256,16800000,2,"Analytics,Marketing,Marketing Analytics, saas","Dynamo Fund, Loup Ventures",,,,$41.9M,41900000,https://www.growjo.com/company/SKUPOS,https://www.indeed.com/jobs?q=company%3A(SKUPOS),0.03
Base,basehq.com,Greenville,SC,United States,76,http://www.linkedin.com/company/basehq,2018,Analytics,350,11480000,1,,,,,,,,https://www.growjo.com/company/Base,https://www.indeed.com/jobs?q=company%3A(Base),1.45
TetraScience,tetrascience.com,Boston,MA,United States,208,http://www.linkedin.com/company/tetrascience,,Analytics,85,32809000,14,saas,,,,,$99.1M,99100000,https://www.growjo.com/company/TetraScience,https://www.indeed.com/jobs?q=company%3A(TetraScience),0.52
Grafana Labs,grafana.com,New York,NY,United States,989,http://www.linkedin.com/company/grafana-labs,2014,Analytics,225,207807600,7,saas,,,,3000000000,$535.2M,535200000.00000006,https://www.growjo.com/company/Grafana_Labs,https://www.indeed.com/jobs?q=company%3A(Grafana Labs),0.67
Placer.ai,placer.io,Los Altos,CA,United States,639,http://www.linkedin.com/company/placer,2013,Analytics,143,120750000,1,,"Fifth Wall Ventures, JBV Capital, Array Ventures",,,1000000000,$166M,166000000,https://www.growjo.com/company/Placer.ai,https://www.indeed.com/jobs?q=company%3A(Placer.ai),2.55
BeeHero,beehero.io,Palo Alto,CA,United States,70,http://www.linkedin.com/company/beehero,2017,Analytics,144,10640000,1,,,,,,,,https://www.growjo.com/company/BeeHero,https://www.indeed.com/jobs?q=company%3A(BeeHero),0.56
AnChain.AI,anchain.ai,San Jose,CA,United States,39,http://www.linkedin.com/company/anchainai,2018,Analytics,145,4704000,1,,,,,,,,https://www.growjo.com/company/AnChain.AI,https://www.indeed.com/jobs?q=company%3A(AnChain.AI),0.39
vFunction,vfunction.com,Menlo Park,CA,United States,36,http://www.linkedin.com/company/vfunction,2017,Analytics,146,4368000,1,,,,,,,,https://www.growjo.com/company/vFunction,https://www.indeed.com/jobs?q=company%3A(vFunction),1.25
Resilience,resilienceinsurance.com,San Francisco,CA,United States,177,http://www.linkedin.com/company/resilience-cyber,2016,Analytics,262,29414000,1,,,,,,,,https://www.growjo.com/company/Resilience,https://www.indeed.com/jobs?q=company%3A(Resilience),0.84
