blockchain,project,version,block_date,block_time,token_bought_symbol,token_sold_symbol,token_pair,token_bought_amount,token_sold_amount,token_bought_amount_raw,token_sold_amount_raw,amount_usd,token_bought_address,token_sold_address,taker,maker,project_contract_address,tx_hash,tx_from,tx_to,trace_address,evt_index
avalanche_c,hashflow,1,2023-04-27 00:00:00.000 UTC,2023-04-27 19:53:32.000 UTC,,USDt,,,15.0,839529809576729218,15000000,,0x0000000000000000000000000000000000000000,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,0xadd65bc0343088131ab4c08b9a22b32aa7dab794,0x,0x39ded1e84463bc9791f5042ee93bc1eaa9cc42cc,0xa50a1abb901d8f4a007e5e14d89420b33c95225ca422e2ef2ac6541ead955ffe,0xadd65bc0343088131ab4c08b9a22b32aa7dab794,0x64d2f9f44fe26c157d552ae7eaa613ca6587b59e,,12
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 19:59:58.000 UTC,THALES,WETH,THALES-WETH,120.18858100488357,0.033295348702925096,120188581004883572696,33295348702925094,,0x217d47011b23bb961eb6d93ca9945b7501a5bb11,0x4200000000000000000000000000000000000006,0xba2d60667a676f096facb4fea7ac40c628a8bba2,0x,0x6fe429de4284b7625cac1fcaacfa1d705ac9ec28,0xfabee495e0d7ab71b85d03996326dd68e7a864a8b00473c899e51f561377b671,0x1d3ae6eae33150b2290b7228b8c2c7f158fe4806,0xba2d60667a676f096facb4fea7ac40c628a8bba2,,111
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 19:59:58.000 UTC,VELO,OP,OP-VELO,3400.6498621772544,225.80499480648513,3400649862177254500691,225804994806485119450,,0x3c8b650257cfb5f272f799f5e2b4e65093a11a05,0x4200000000000000000000000000000000000042,0x33128fa08f5e0545f4714434b53bdb5e98f62474,0x,0xffd74ef185989bff8752c818a53a47fc45388f08,0x2603cc632709c8378ce705ce178854ac066d82944264fa42a59d86e6b791a2f4,0x33128fa08f5e0545f4714434b53bdb5e98f62474,0x1fc94a6dd8e6d85db097121ccd6913bd87db834a,,9
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 20:00:14.000 UTC,OP,WETH,OP-WETH,0.05050672599121339,5.8210414181458e-05,50506725991213393,58210414181458,,0x4200000000000000000000000000000000000042,0x4200000000000000000000000000000000000006,0xb7d1b5a725f7f1977aae752ba1fae29341f1d7f9,0x,0xcdd41009e74bd1ae4f7b2eecf892e4bc718b9302,0x315adb08e1ec61c546bff70d837182999d2ad1b18e3478c88c40b916e0562daf,0x25c989cfcf85bc4e350e6319c8ae97e89a1c249d,0xcc3489e9296f7e85129db257f5faa4a6688f01e7,,189
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 19:54:19.000 UTC,WETH,OP,OP-WETH,0.001442684346309004,1.253006490176395,1442684346309004,1253006490176394982,,0x4200000000000000000000000000000000000006,0x4200000000000000000000000000000000000042,0x9c12939390052919af3155f41bf4160fd3666a6f,0x,0xcdd41009e74bd1ae4f7b2eecf892e4bc718b9302,0x030e788253a04c03aeff624c9672f3bc7a4063844d91b669e2263aac9b45e3d4,0x20a7d9c6fe927266723cc94ee69a17601bc9e6da,0x9c12939390052919af3155f41bf4160fd3666a6f,,6
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:54:35.000 UTC,MC,WETH,MC-WETH,14119.769999999999,2.130371487316605,14119769999999999994748,2130371487316605026,,0x949d48eca67b17269629c7194f4b727d4ef9e5d6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xcbb011006eadd48a241eca39181be7834b93dd0b,0x,0xccb63225a7b19dcf66717e4d40c9a72b39331d61,0x54fd8eff42506078c6ea979c2ce1c5d65293ad4f6db67047113eab9ce17ffc8a,0x7b19b163800a8b0c02f4e87a64492df9157d453d,0xcbb011006eadd48a241eca39181be7834b93dd0b,,50
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:55:11.000 UTC,,WETH,,,0.9994108707528759,30603392732900,999410870752875925,,0x8442e0e292186854bb6875b2a0fc1308b9ded793,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x87f7d434f1ec9455199bee447960cecd15dcabae,0x,0xa660973303d2da6107d91af5e91a8fd16bc33c39,0xa5be8a20a0f8bee54c5f0afdcd879205b81c9afbb43561553635f3865118c6b0,0x87f7d434f1ec9455199bee447960cecd15dcabae,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,163
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 20:01:14.000 UTC,vFTM,vUSD,vFTM-vUSD,36.0,15.621374285316284,36000000000000000000,15621374285316284000,,0x2db8d2db86ca3a4c7040e778244451776570359b,0xc84da6c8ec7a57cd10b939e79eaf9d2d17834e04,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,0x,0xaec0bf409bb28efe308108d400034650c4d9ec75,0x67e799302b8fa14e783dcd9cbd3d3e0b200318ab1f3c21ec7822e47a9de5ff68,0xad0e6f8ea213f56ab2dc72dbeb08e3611b2c680d,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,,5
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:54:36.000 UTC,vSOL,vUSD,vSOL-vUSD,33.475594336858094,751.5045135406218,33475594336858096000,751504513540621900000,,0x151bb01c79f4516c233948d69dae39869bccb737,0xc84da6c8ec7a57cd10b939e79eaf9d2d17834e04,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,0x,0xf993cc412edf1257f3e771bb744645daf4c19b14,0x912bacd86ef7ad7ff244a4c26f21938bba33d5580906947e47d0c30dc125cf6f,0x33aad0a627d946e8d48f0bcee2cfb34be4186249,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,,5
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:54:58.000 UTC,,WETH,,,2.7e-06,33716812847492148,2700000000000,,0xdd69db25f6d620a7bad3023c5d32761d353d3de9,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x0a9f824c05a74f577a536a8a0c673183a872dff4,0x,0x0dcf98667c5400b7bc8de4ec2e4d03c5cd11fa85,0x19bb06c211627e0e252b464ab385818108382df531638b4f0a25e5f67a1d5ac2,0xfb4119e9e380ea033078429702e747e30b1a1705,0x0a9f824c05a74f577a536a8a0c673183a872dff4,,15
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 20:00:21.000 UTC,USDC,ARB,ARB-USDC,1437.135322,1000.0,1437135322,1000000000000000000000,,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x912ce59144191c1204e64559fe8253a0e49e6548,0x3437a388b127f564e15915e3d2b1e1ac14375479,0x,0xcda53b1f66614552f834ceef361a8d12a0b8dad8,0x1ab796aaf957cb0c162cf571c0dab23e003aa28d1553d4327cc82f294be81459,0x3437a388b127f564e15915e3d2b1e1ac14375479,0x6d3211d63034f0e7585a20222b7cff0cefdbc64d,,2
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 20:00:29.000 UTC,VELO,USDC,USDC-VELO,15.685388319592917,2.302328,15685388319592917464,2302328,,0x3c8b650257cfb5f272f799f5e2b4e65093a11a05,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0xa8c41ab18133e566b8cd0349eca19e3707aaad01,0x,0x335bd4ffa921160fc86ce3843f80a9941e7456c6,0x462e164e0fee967c5ff51c2fa8a4aff4431dfbef316f167e3b545750d24b5d60,0xad4796d21431a3d4272a681ce67b0236f1a5783a,0xba5fcc85d9bd699e1ba7f84fefdbef737267b0da,,331
bnb,pancakeswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:53:16.000 UTC,USDT,WBNB,USDT-WBNB,32.94053670657991,0.0982355907501159,32940536706579910000,98235590750115904,,0x55d398326f99059ff775485246999027b3197955,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x152d4c591d6c94306c26c05d2c294f057e9010e7,0x,0x172fcd41e0913e95784454622d1c3724f546f849,0xc03c2e652e04d012991d2f329f5256ea7ca12a949172f3c59fcc765d6e7222f3,0x152d4c591d6c94306c26c05d2c294f057e9010e7,0x13f4ea83d0bd40e75c8222255bc855a974568dd4,,3165
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:53:35.000 UTC,WETH,,,0.2421058313034345,,242105831303434496,12350000000000,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5a3e6a77ba2f983ec0d371ea3b475f8bc0811ad5,0x5bde31437012255cffceb1d605ab9ff19207d6b5,0x,0x9ec9367b8c4dd45ec8e7b800b1f719251053ad60,0xbded3b4394f93db3333db1aa2c7fd5ed0e9d03da62384b598aaccd5e203e6f87,0x5bde31437012255cffceb1d605ab9ff19207d6b5,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,121
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:56:59.000 UTC,WETH,,,0.050086755624155814,,50086755624155819,105189061256959973239987,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x641a63a9015208133c0dcbe6abd63dc55c45c0d1,0xfc33632e12bf6b900ffe84fa98d950f855d5cec7,0x,0xa88608b3b88e1217f93021b4d5f6145a5fb29ff8,0x35b8563097bb70dadf58b9fbb82bb7b5b95a521a15eb535cf2da909999a5a76f,0x7e3f8a5eb16b8a11e7de6732bfeab8e9ae187f38,0xfc33632e12bf6b900ffe84fa98d950f855d5cec7,,14
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 20:00:59.000 UTC,vMATIC,vUSD,vMATIC-vUSD,1966.21007673717,2004.012036108325,1966210076737170000000,2004012036108325000000,,0xbe5de48197fc974600929196239e264ecb703ee8,0xc84da6c8ec7a57cd10b939e79eaf9d2d17834e04,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,0x,0x6f59c163ad6cc896145af7d5922d1eae174a1bcc,0xa5776d0ea4c5aefd81c7f953a7a7d32251a5ea741a73150ed55661b4d924c5c5,0xb00b1e53909f8253783d8e54aee462f99bacb435,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,,5
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:54:04.000 UTC,vUSD,vCRV,vCRV-vUSD,1201.6088473995749,1270.7121364092277,1201608847399574800000,1270712136409227700000,,0xc84da6c8ec7a57cd10b939e79eaf9d2d17834e04,0x7161c3416e08abaa5cd38e68d9a28e43a694e037,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,0x,0x6e39acc0dd292a70d92c447ebccb8728f4ed5fe4,0xe9b59153e86f6ab6debbef59391f213251e0a0f8496b2c089c76512c0b06a68a,0xab4990b6b3fdfa1d56701bea91fe68136fdd47e7,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,,5
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:56:57.000 UTC,vUSD,vFTM,vFTM-vUSD,858.4978364498404,1986.960882647944,858497836449840400000,1986960882647944000000,,0xc84da6c8ec7a57cd10b939e79eaf9d2d17834e04,0x2db8d2db86ca3a4c7040e778244451776570359b,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,0x,0xaec0bf409bb28efe308108d400034650c4d9ec75,0x7649ac342139a460cee29aab03da268633fe933482f1194b3ec36369d9fd19fa,0xad0e6f8ea213f56ab2dc72dbeb08e3611b2c680d,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,,5
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:53:49.000 UTC,USDC,WETH,USDC-WETH,0.961253,0.0005,961253,500000000000000,,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x4200000000000000000000000000000000000006,0xe592427a0aece92de3edee1f18e0157c05861564,0x,0x85149247691df622eaf1a8bd0cafd40bc45154a9,0xc041029781c20f75832a866c287faf7c2d553f0c47681e7c15d66f56b8a22727,0xa17ecf637437f00604880000ffea6f7f0a60bae5,0xdef1abe32c034e558cdd535791643c58a13acc10,,3
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:55:19.000 UTC,WETH,ARB,ARB-WETH,0.04007917032779358,53.548170375448656,40079170327793584,53548170375448660000,,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x912ce59144191c1204e64559fe8253a0e49e6548,0x1d5702c6d7eb30e42a8c94b8db7ea2e8444a37fd,0x,0xc6f780497a95e246eb9449f5e4770916dcd6396a,0x49e2b0f7d780acde7f60a25de369cc9a612ed5c9de42c767892b9f97a03bf96a,0xa5cf9d9e6ad3d6eeb2fe1597acf37c94a1a20908,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,,4
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:55:44.000 UTC,,WETH,,,0.2106303217175785,2023156559572853760,210630321717578496,,0xd67a097dce9d4474737e6871684ae3c05460f571,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x64ee684880b1c612ef10fa43846cf5b90ee21996,0x,0x1edd8c76f74d816f7472be69b174fe7b3084221e,0xd60b9a2198f9d058be614131bee83884e271c3a6173ca4cf370d1709c8b3386f,0x64ee684880b1c612ef10fa43846cf5b90ee21996,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,,6
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:55:47.000 UTC,WETH,USDC,USDC-WETH,0.008303725353799868,15.973662,8303725353799867,15973662,,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x4c60051384bd2d3c01bfc845cf5f4b44bcbe9de5,0x,0xc31e54c7a869b9fcbecc14363cf510d1c41fa443,0xdcc973fadf319b33b38ceb40df5bb68a36df883fbd7253aaef079f3eca858a22,0xa61a77cd44658f99f385577daa93336606579a3e,0x4c60051384bd2d3c01bfc845cf5f4b44bcbe9de5,,4
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:56:53.000 UTC,USDC,ARB,ARB-USDC,1234.719825,859.3,1234719825,859300000000000000000,,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x912ce59144191c1204e64559fe8253a0e49e6548,0x567ec04dcf6cee8498f1fe690caa4401c2ee1651,0x,0xcda53b1f66614552f834ceef361a8d12a0b8dad8,0xaedcc08b945dfcef738ef5ec2aeaf8c6e5329b8af4fbc4df09c468aabcd48fa7,0xbc6be95956a81be6f9dbdc2af429b4074729fde9,0x567ec04dcf6cee8498f1fe690caa4401c2ee1651,,3
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:54:58.000 UTC,ARB,USDC,ARB-USDC,1646.899999,2374.072161,1646899999000000000000,2374072161,,0x912ce59144191c1204e64559fe8253a0e49e6548,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x567ec04dcf6cee8498f1fe690caa4401c2ee1651,0x,0x81c48d31365e6b526f6bbadc5c9aafd822134863,0x7434b63b5f11e97f1dff252e1d0d6ac5dadb5998fa76951233441d67f5116e7e,0xabdba477f4111ce4a1e1ad0f6b0a4593d45c29c4,0x567ec04dcf6cee8498f1fe690caa4401c2ee1651,,3
ethereum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:53:59.000 UTC,WETH,USDC,USDC-WETH,0.779295685078585,1500.0,779295685078585090,1500000000,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0x,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,0xe1ce3bebc941be0a1220881ac528c4449217b8ea0d49fc0e1047fbbb55376b63,0x521f3253dee5aa0b5ec750befc896496f36e7f15,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,,197
ethereum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:47.000 UTC,DXN,WETH,DXN-WETH,394.09215979969804,7.5559697,394092159799698060000,7555969700000000000,,0x80f0c1c49891dcfdd40b6e0f960f84e6042bcb6f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x00000000a991c429ee2ec6df19d40fe0c80088b8,0x,0x7f808fd904ffa3eb6a6f259e6965fb1466a05372,0xd104db517d015f27deffc83bf3fc7706d8e5b131b84aa104b975b27f37dee983,0x77ad3a15b78101883af36ad4a875e17c86ac65d1,0x00000000a991c429ee2ec6df19d40fe0c80088b8,,2
bnb,pancakeswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:40.000 UTC,WBNB,,,0.13762947165030612,,137629471650306116,237303460513330000000000,,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x3ccd40201454e571e315fbe43c2c2f84e2b8116c,0x10ed43c718714eb63d5aa57b78b54704e256024e,0x,0xc9045c660c10c999bf55f2b409c4997603503635,0x26bb2413f17225011a6454951d5897701fe6da87a5f4be024f077753c0d849cc,0xea3b7a3720645e0c766b0fbbffffc85da68e6f26,0x10ed43c718714eb63d5aa57b78b54704e256024e,,219
bnb,pancakeswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:55.000 UTC,,WBNB,,,0.3,129722987563793349772668,300000000000000000,,0xa2f1a99a74d4cc072b810b1696239e4dd76221c4,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0x52e85bc697cd8d446589bc2f19ccab2da0786ea0,0x,0x5c54873d269101c6c4bf4fefabc3d7e09b3294aa,0x7e9c63a8ed72ab1fbd8bf47f10747ac8a587b49267f63b916d99277f4eb4c003,0x52e85bc697cd8d446589bc2f19ccab2da0786ea0,0x10ed43c718714eb63d5aa57b78b54704e256024e,,87
bnb,pancakeswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:37.000 UTC,BUSD,WBNB,BUSD-WBNB,2.462420539412312,0.00737201925826533,2462420539412312177,7372019258265330,,0xe9e7cea3dedca5984780bafc599bd69add087d56,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xf244b12409b98f2f0e014a55dcf97823a459303b,0x,0x58f876857a02d6762e0101bb5c46a8c1ed44dc16,0x1604fa8c2cdbaeb20b2588dc5cf28d359a78275df8e534d7f93c12915874f790,0x036e995024ace105d9df801801fb7957936bc512,0xb6de118ca8250a0caa63f8fe80af6a0173b2e46a,,47
bnb,pancakeswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:53:16.000 UTC,BTT,BUSD,BTT-BUSD,15333479.214962482,9.928044082740435,15333479214962482593163825,9928044082740435714,,0x352cb5e19b12fc216548a2677bd0fce83bae434b,0xe9e7cea3dedca5984780bafc599bd69add087d56,0xc590175e458b83680867afd273527ff58f74c02b,0x,0xb7e73daee6a6ca37a21f8e4bfba4da448dfe4d92,0x0251a1c0a9f99f14a7008dfab1b068e37454ee21ccd55d8edec8f5119e4fbbaa,0x2375deab12864812fd0b3cadd54b0bb764c843c3,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31,,897
bnb,pancakeswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:52:34.000 UTC,WBNB,,,0.14020606292570392,,140206062925703941,2611544247853255684,,0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,0xc4a904adf2ef39bee4f272a34dfa1d4570eea5e7,0x13f4ea83d0bd40e75c8222255bc855a974568dd4,0x,0xdcbbadb8e234e7706a9000fb5e0d82327d35a72a,0x6f10cdf1a08e115327e5801ebc5c65d73b7c85114e6ca268183240de9b7d915a,0x447485cc88f6eef9d92424b70dfa346b85f792d3,0x13f4ea83d0bd40e75c8222255bc855a974568dd4,,26
arbitrum,sushiswap,1,2023-04-27 00:00:00.000 UTC,2023-04-27 19:57:10.000 UTC,WETH,MAGIC,MAGIC-WETH,0.7450001106596047,1184.7820866826883,745000110659604706,1184782086682688300000,,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x539bde0d7dbd336b79148aa742883198bbf60342,0x3eef3d8abc4b4c5521cc4c58423c88e13f8ccc51,0x,0xb7e50106a5bd3cf21af210a755f9c8740890a8c9,0xc08e903b7f6d797118a44da30b72dd891ea10ffe38ffe4451d7a66fb4a6f5492,0xece70abf2499e2c93afae1b2093adc7817756c33,0x3eef3d8abc4b4c5521cc4c58423c88e13f8ccc51,,21
optimism,velodrome,1,2023-04-27 00:00:00.000 UTC,2023-04-27 20:00:29.000 UTC,WETH,USDC,USDC-WETH,0.003005893523634068,5.778122,3005893523634068,5778122,,0x4200000000000000000000000000000000000006,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x9a5ec2b2d2acdcf85641e5ac7900a686050dc2f1,0x,0x79c912fef520be002c2b6e57ec4324e260f38e50,0x462e164e0fee967c5ff51c2fa8a4aff4431dfbef316f167e3b545750d24b5d60,0xad4796d21431a3d4272a681ce67b0236f1a5783a,0xba5fcc85d9bd699e1ba7f84fefdbef737267b0da,,57
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 20:00:57.000 UTC,USDT,WETH,USDT-WETH,11519.438517,6.0,11519438517,6000000000000000000,,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xc6d973b31bb135caba83cf0574c0347bd763ecc5,0x,0x641c00a822e8b671738d32a431a4fb6074e5c79d,0xdd7844d589c9a5f1cafb53d73ff476f0ecbb5297967fb4355faba38cf84c8eaf,0xc6d973b31bb135caba83cf0574c0347bd763ecc5,0xe592427a0aece92de3edee1f18e0157c05861564,,5
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:58:00.000 UTC,USDC,WETH,USDC-WETH,38.41835,0.02,38418350,20000000000000000,,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x2967e7bb9daa5711ac332caf874bd47ef99b3820,0x,0xe754841b77c874135caca3386676e886459c2d61,0xd98f9606d446e960fa3604a9b97f109ddd447444a90e66c0b66ebbefcadb0aec,0xe0d2211951393e5095b0c626173d5baf75e7678a,0x2967e7bb9daa5711ac332caf874bd47ef99b3820,,4
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:54:02.000 UTC,USDC,ARB,ARB-USDC,578.190954,401.57850499999995,578190954,401578504999999960000,,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0x912ce59144191c1204e64559fe8253a0e49e6548,0x63850f9dccfc839534d5dc69333403c90c10c6fd,0x,0xcda53b1f66614552f834ceef361a8d12a0b8dad8,0x4a42cd61a8bbb25812323d549fbaa83ceac82ff588ef90497faef4f19c67f70e,0xc26498344d9c9103e69b4333517748edf1e7e374,0x5543550d65813c1fa76242227cbba0a28a297771,,10
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:59:24.000 UTC,,WETH,,,0.0007,8735483556891188200,700000000000000,,0xdd69db25f6d620a7bad3023c5d32761d353d3de9,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x0a9f824c05a74f577a536a8a0c673183a872dff4,0x,0x0dcf98667c5400b7bc8de4ec2e4d03c5cd11fa85,0x617991e96a352821814bfde6db0c56f81eabf8962b62cbfd9be93bb9c9f4d460,0xfc12929eaca62c3be1bbc1162cb01645e3eff243,0x0a9f824c05a74f577a536a8a0c673183a872dff4,,5
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:56:53.000 UTC,WETH,ARB,ARB-WETH,4.682,6261.676080023629,4682000000000000000,6261676080023628000000,,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x912ce59144191c1204e64559fe8253a0e49e6548,0x4d49cafa333076cc58aee7a128be455c04930cd1,0x,0xc6f780497a95e246eb9449f5e4770916dcd6396a,0x41a900ce06e9f9d09b5b90d9d42413e54c3a605470a5d409da3aeacbca6ff766,0x4d49cafa333076cc58aee7a128be455c04930cd1,0xe592427a0aece92de3edee1f18e0157c05861564,,2
arbitrum,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 19:56:48.000 UTC,WETH,USDC,USDC-WETH,0.002948481005491864,5.67192,2948481005491864,5671920,,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0xdb6f1920a889355780af7570773609bd8cb1f498,0x,0xc31e54c7a869b9fcbecc14363cf510d1c41fa443,0x9396322fd88888817d4bf2e8430388f8d443e0dbb09b6dd65c644a3596fd2596,0x9a608d9f416518b5f11acf3dc5594c90d6998e2c,0xd7f1dd5d49206349cae8b585fcb0ce3d96f1696f,,26
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:55:59.000 UTC,PEPE,WETH,PEPE-WETH,2537573546.026005,0.3469375,2537573546026004664902678770,346937500000000000,,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x,0xa43fe16908251ee70ef74718545e4fe6c5ccec9f,0xb15f12232581452f8c807923a5d83ee934a308277f28c9c3ad01dd54e79f8ac1,0xc42a28cf7e57d2a714e01e0d13c76346ce305e7c,0x881d40237659c251811cec9c364ef91dc08d300c,,175
ethereum,uniswap,2,2023-04-27 00:00:00.000 UTC,2023-04-27 19:56:23.000 UTC,WETH,,,0.5015989216358576,,501598921635857669,2623715000000000000000000,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xadfbfa478240a2f323e9e2a98c6da70fcb2707b7,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x,0x583bfb0f1126c0269a98f1d3e2d5066c94b151a3,0x545b9231a9effa7383a959219f2264b395eaaf7ea74ad08330685ef3875f0546,0x659fa05b15418c38017209b88e444b1acb5d647e,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,84
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 20:00:59.000 UTC,vUSD,vSOL,vSOL-vUSD,799.2823326285733,35.90772316950853,799282332628573200000,35907723169508530000,,0xc84da6c8ec7a57cd10b939e79eaf9d2d17834e04,0x151bb01c79f4516c233948d69dae39869bccb737,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,0x,0xf993cc412edf1257f3e771bb744645daf4c19b14,0x3d9844e4004e834f501b3dcaaa1dd27316f996e3b156b124713aa7a90e78f1aa,0x0c86538d3fa5ad7f8721b58af33d244bc9bc835d,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,,2
optimism,uniswap,3,2023-04-27 00:00:00.000 UTC,2023-04-27 20:01:14.000 UTC,vATOM,vUSD,vATOM-vUSD,192.71336326139888,2254.5135406218656,192713363261398880000,2254513540621865600000,,0x5f714b5347f0b5de9f9598e39840e176ce889b9c,0xc84da6c8ec7a57cd10b939e79eaf9d2d17834e04,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,0x,0xb98e6912ae77c643957ed51dcf755895ec4bc6b4,0x0eaac19f3fd6c2176c57d84c9acb24b6ec4fd6f739de8483f44421fbbcfb489e,0xe80f80c5b83e45b71d8b67846d4eb62afe79fc8c,0x82ac2ce43e33683c58be4cdc40975e73aa50f459,,4
